Learning Day,Tier,Pattern Family,ID,Title,Difficulty,Prerequisite Topics,Pattern / Technique,Companies,Num Companies,Avg Frequency %,Other Methods to Solve,Source
3,New — to learn,Greedy,2259,Remove Digit From Number to Maximize Result,Easy,"String, Greedy",Greedy scan for the first digit smaller than the one after it (remove it),"Infosys,Google,Microsoft,Amazon",4,31.2,Try every single-digit removal and keep the max result (feasible since only one digit removed),Infosys-tagged
3,New — to learn,Greedy,605,Can Place Flowers,Easy,"Array, Greedy",Greedy scan checking empty-neighbor condition,"Google,Microsoft,Amazon",3,37.5,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,455,Assign Cookies,Easy,"Array, Greedy, Sorting",Sort both arrays + greedy two-pointer matching,"Google,Microsoft,Amazon",3,37.5,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,134,Gas Station,Medium,"Array, Greedy","Greedy single pass (track total & running tank, reset start)","Infosys,Google,Microsoft,Amazon",4,53.1,Brute force try every start O(n^2); Prefix sum based feasibility check,Infosys-tagged
3,New — to learn,Greedy,12,Integer to Roman,Medium,"Math, Greedy","Greedy value-symbol table, largest-first subtraction","Infosys,Google,Microsoft,Amazon",4,46.9,Hardcoded symbol lookup for each digit place; Recursive greedy,Infosys-tagged
3,New — to learn,Greedy,179,Largest Number,Medium,"Array, String, Sorting, Greedy",Custom comparator sort comparing (a+b) vs (b+a),"Infosys,Google,Microsoft,Amazon",4,43.8,Brute force try every permutation and compare (too slow); Sort by digit patterns heuristically (unreliable),Infosys-tagged
3,New — to learn,Greedy,945,Minimum Increment to Make Array Unique,Medium,"Array, Sorting, Greedy",Sort + greedy forward-fill to next free integer,"Infosys,Google,Microsoft,Amazon",4,21.9,Counting/frequency array with offset propagation,Infosys-tagged
3,New — to learn,Greedy,45,Jump Game II,Medium,"Array, Greedy",Greedy max-reach tracking with jump counter,"Google,Microsoft,Amazon",3,54.2,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,621,Task Scheduler,Medium,"Array, Greedy, Heap",Greedy scheduling by most-frequent-task-first with cooldown,"Google,Microsoft,Amazon",3,45.8,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,1353,Maximum Number of Events That Can Be Attended,Medium,"Array, Greedy, Heap, Sorting","Sort by start + min-heap of end times, greedily attend earliest-ending","Google,Microsoft,Amazon",3,33.3,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,435,Non-overlapping Intervals,Medium,"Array, Greedy, Sorting","Sort by end time, greedily keep non-overlapping intervals","Google,Microsoft,Amazon",3,33.3,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,670,Maximum Swap,Medium,"Array, Greedy, Math",Greedy: swap the largest later digit into the leftmost improvable position,"Google,Microsoft,Amazon",3,29.2,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,2457,Minimum Addition to Make Integer Beautiful,Medium,"Math, Greedy",Greedy digit-sum increment (round up at first non-9 boundary),"Infosys,Amazon",2,43.8,Brute force increment loop (too slow for large n); Digit DP,Infosys-tagged
3,New — to learn,Greedy,1946,Largest Number After Mutating Substring,Medium,"Array, Greedy, String",Greedy single left-to-right scan (increase first non-9 digit),Infosys,1,75.0,Brute force try mutating every substring and compare,Infosys-tagged
3,New — to learn,Greedy,1540,Can Convert String in K Moves,Medium,"String, Greedy, Counting",Greedy shift-count with per-shift slot tracking,Infosys,1,75.0,Hash map counting required shifts per character; Simulation of moves (too slow),Infosys-tagged
3,New — to learn,Greedy,2829,Determine the Minimum Sum of a k-avoiding Array,Medium,"Math, Greedy, Hashing",Greedy: build smallest numbers while avoiding any pair summing to k,Infosys,1,75.0,Set-based simulation checking each candidate; Direct formula reasoning about pairs summing to k,Infosys-tagged
3,New — to learn,Greedy,1798,Maximum Number of Consecutive Values You Can Make,Medium,"Array, Greedy, Sorting",Sort + greedy reachable-range extension,Infosys,1,75.0,DP subset-sum reachability (much slower); BFS over reachable sums,Infosys-tagged
3,New — to learn,Greedy,2834,Find the Minimum Possible Sum of a Beautiful Array,Medium,"Math, Greedy, Hashing",Greedy set-building avoiding any pair summing to target,Infosys,1,75.0,Arithmetic series formula with excluded terms; Simulation using a hash set,Infosys-tagged
3,New — to learn,Greedy,3457,Eat Pizzas!,Medium,"Array, Sorting, Greedy",Sort descending + greedy weighted grouping,Infosys,1,75.0,Priority queue based greedy simulation,Infosys-tagged
3,New — to learn,Greedy,135,Candy,Hard,"Array, Greedy","Two-pass greedy (left-to-right, then right-to-left)","Infosys,Google,Microsoft,Amazon",4,46.9,DP with two directional passes; Single pass O(1) space slope-tracking (advanced greedy),Infosys-tagged
3,New — to learn,Greedy,3666,Minimum Operations to Equalize Binary String,Hard,"String, Greedy, Bit Manipulation",Greedy prefix-flip simulation counting operations,"Infosys,Google,Microsoft,Amazon",4,18.8,"BFS over string states (too slow, for contrast); Difference tracking between adjacent characters",Infosys-tagged
3,New — to learn,Greedy,1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,"Array, Greedy, DP",Difference-array style greedy increment counting,"Google,Microsoft,Amazon",3,33.3,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,871,Minimum Number of Refueling Stops,Hard,"Array, Greedy, Heap",Greedy: refuel from the largest available station only when stuck,"Google,Microsoft,Amazon",3,29.2,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated
3,New — to learn,Greedy,630,Course Schedule III,Hard,"Array, Greedy, Heap","Greedy + max-heap, swap out the longest course when over deadline",Amazon,1,25.0,DP formulation (usually slower but always correct); brute-force enumeration,Cross-company-curated (supplement)
4,New — to learn,Sliding Window,28,Find the Index of the First Occurrence in a String,Easy,String,Sliding window / direct substring match,"Infosys,Google,Microsoft,Amazon",4,50.0,"Brute force character comparison at each index; KMP algorithm (optimal, avoids re-scanning); Rabin-Karp hashing",Infosys-tagged
4,New — to learn,Sliding Window,643,Maximum Average Subarray I,Easy,"Array, Sliding Window",Fixed-size window sum tracking,"Google,Microsoft,Amazon",3,37.5,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,3,Longest Substring Without Repeating Characters,Medium,"String, Hashing, Sliding Window",Variable-size sliding window,"Infosys,Google,Microsoft,Amazon",4,81.2,Brute force O(n^3); Sliding window with Set; Sliding window with last-seen-index map (optimal),Infosys-tagged
4,New — to learn,Sliding Window,1004,Max Consecutive Ones III,Medium,"Array, Sliding Window",Variable sliding window with a flip budget (k zeros allowed),"Infosys,Google,Microsoft,Amazon",4,50.0,Prefix sum of zeros + binary search; DP tracking flips used,Infosys-tagged
4,New — to learn,Sliding Window,1838,Frequency of the Most Frequent Element,Medium,"Array, Sorting, Sliding Window",Sort + sliding window with an operation budget (prefix-sum feasibility),"Infosys,Google,Microsoft,Amazon",4,40.6,Binary search on window size combined with prefix sum check; DP (too slow for constraints),Infosys-tagged
4,New — to learn,Sliding Window,424,Longest Repeating Character Replacement,Medium,"String, Sliding Window",Window with frequency count + max-freq char tracking,"Google,Microsoft,Amazon",3,54.2,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,567,Permutation in String,Medium,"String, Sliding Window, Hashing",Fixed-size window frequency-count comparison,"Google,Microsoft,Amazon",3,45.8,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,209,Minimum Size Subarray Sum,Medium,"Array, Sliding Window",Variable window shrinking once sum condition met,"Google,Microsoft,Amazon",3,45.8,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,438,Find All Anagrams in a String,Medium,"String, Sliding Window, Hashing",Fixed-size window frequency-count comparison,"Google,Microsoft,Amazon",3,41.7,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,904,Fruit Into Baskets,Medium,"Array, Sliding Window, Hashing",Window allowing at most 2 distinct values,"Google,Microsoft,Amazon",3,41.7,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,1423,Maximum Points You Can Obtain from Cards,Medium,"Array, Sliding Window",Equivalent to finding min-sum window in the middle,"Google,Microsoft,Amazon",3,37.5,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,930,Binary Subarrays With Sum,Medium,"Array, Sliding Window, Prefix Sum",atMost(goal) - atMost(goal-1) window trick,"Google,Microsoft,Amazon",3,33.3,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,"Array, Sliding Window, Stack",Window with two monotonic deques (tracking max and min),"Google,Microsoft,Amazon",3,33.3,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,395,Longest Substring with At Least K Repeating Characters,Medium,"String, Sliding Window, Recursion",Divide-and-conquer splitting on chars below frequency k,"Google,Microsoft,Amazon",3,29.2,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,713,Subarray Product Less Than K,Medium,"Array, Sliding Window",Window shrinking while product ≥ k,"Google,Microsoft,Amazon",3,29.2,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
4,New — to learn,Sliding Window,76,Minimum Window Substring,Hard,"String, Sliding Window, Hashing",Variable-size sliding window with need/have frequency counters,"Infosys,Google,Microsoft,Amazon",4,46.9,Brute force O(n^2) checking every window; Two-pointer with fixed-size frequency array (ASCII),Infosys-tagged
4,New — to learn,Sliding Window,992,Subarrays with K Different Integers,Hard,"Array, Hashing, Sliding Window",atMost(K) − atMost(K−1) sliding window trick,"Infosys,Google,Microsoft,Amazon",4,40.6,Direct sliding window tracking exact distinct count (more complex to get right); Brute force O(n^2),Infosys-tagged
4,New — to learn,Sliding Window,30,Substring with Concatenation of All Words,Hard,"String, Hashing, Sliding Window","Fixed-size sliding window with a word-count hashmap, tried per offset","Infosys,Google,Microsoft,Amazon",4,34.4,Brute force check every start index directly; Sliding window per starting offset (0..wordLen-1) for optimization,Infosys-tagged
4,New — to learn,Sliding Window,239,Sliding Window Maximum,Hard,"Array, Sliding Window, Stack",Monotonic deque maintaining window max,"Google,Microsoft,Amazon",3,54.2,Prefix-sum + brute-force window check; nested-loop brute force O(n^2),Cross-company-curated
6,New — to learn,Prefix Sum,303,Range Sum Query - Immutable,Easy,"Array, Prefix Sum, Design",Precomputed prefix sum array,"Infosys,Google,Microsoft,Amazon",4,37.5,Brute force summing the range on every query; Segment Tree (overkill for immutable array),Infosys-tagged
6,New — to learn,Prefix Sum,1480,Running Sum of 1d Array,Easy,"Array, Prefix Sum",Running cumulative sum,"Google,Microsoft,Amazon",3,41.7,Brute-force recomputation per query O(n) each; Segment Tree/BIT if updates are needed,Cross-company-curated
6,New — to learn,Prefix Sum,724,Find Pivot Index,Easy,"Array, Prefix Sum",Compare left-sum vs right-sum per index,"Google,Microsoft,Amazon",3,29.2,Brute-force recomputation per query O(n) each; Segment Tree/BIT if updates are needed,Cross-company-curated
6,New — to learn,Prefix Sum,560,Subarray Sum Equals K,Medium,"Array, Hashing, Prefix Sum",Prefix Sum + Hash Map of prefix-sum counts,"Infosys,Google,Microsoft,Amazon",4,71.9,Brute force O(n^2) all subarrays; Sliding window (only valid if all numbers are positive),Infosys-tagged
6,New — to learn,Prefix Sum,238,Product of Array Except Self,Medium,"Array, Prefix Sum",Prefix product array * Suffix product array,"Infosys,Google,Microsoft,Amazon",4,56.2,"Division approach (breaks on zeros, must handle separately); Brute force O(n^2)",Infosys-tagged
6,New — to learn,Prefix Sum,525,Contiguous Array,Medium,"Array, Hashing, Prefix Sum","Prefix sum treating 0 as -1, hashmap of first occurrence","Infosys,Google,Microsoft,Amazon",4,34.4,Brute force O(n^2) checking every subarray,Infosys-tagged
6,New — to learn,Prefix Sum,1094,Car Pooling,Medium,"Array, Prefix Sum, Sorting, Simulation",Difference array over the trip timeline,"Infosys,Google,Microsoft,Amazon",4,28.1,Sort start/end events and sweep; Heap tracking active passenger counts by drop-off time,Infosys-tagged
6,New — to learn,Prefix Sum,523,Continuous Subarray Sum,Medium,"Array, Prefix Sum, Hashing",Prefix sum mod k + hashmap of first occurrence,"Google,Microsoft,Amazon",3,29.2,Brute-force recomputation per query O(n) each; Segment Tree/BIT if updates are needed,Cross-company-curated
6,New — to learn,Prefix Sum,974,Subarray Sums Divisible by K,Medium,"Array, Prefix Sum, Hashing",Prefix sum mod k + hashmap of first occurrence,"Google,Microsoft,Amazon",3,29.2,Brute-force recomputation per query O(n) each; Segment Tree/BIT if updates are needed,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,20,Valid Parentheses,Easy,"Stack, String",Stack push/pop matching,"Infosys,Google,Microsoft,Amazon",4,71.9,"Counter (only works for single bracket type, not general); Repeated string replace (inefficient)",Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,496,Next Greater Element I,Easy,"Array, Stack, Hashing",Monotonic stack + hashmap of next-greater values,"Google,Microsoft,Amazon",3,45.8,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,225,Implement Stack using Queues,Easy,"Stack, Design",Two queues or single queue with rotation,"Google,Microsoft,Amazon",3,37.5,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,1700,Number of Students Unable to Eat Lunch,Easy,"Array, Queue, Simulation",Simulate with counts of circular vs square preference,"Google,Microsoft,Amazon",3,29.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,1047,Remove All Adjacent Duplicates In String,Easy,"String, Stack",Stack popping on adjacent duplicate match,"Google,Microsoft,Amazon",3,29.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,1021,Remove Outermost Parentheses,Easy,"String, Stack",Depth counter skipping outermost parens,"Google,Microsoft,Amazon",3,29.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,1475,Final Prices With a Special Discount in a Shop,Easy,"Array, Stack",Monotonic stack for next-smaller-element discount,"Google,Microsoft,Amazon",3,29.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,739,Daily Temperatures,Medium,"Array, Stack",Monotonic Stack (decreasing temperatures),"Infosys,Google,Microsoft,Amazon",4,50.0,Brute force O(n^2) scanning forward from each day; Traverse from the right tracking next greater temperature,Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,150,Evaluate Reverse Polish Notation,Medium,"Stack, Array","Stack-based evaluation (push operands, pop for operators)","Infosys,Google,Microsoft,Amazon",4,40.6,Recursive expression evaluation; Using the input array itself as a stack (in-place),Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,853,Car Fleet,Medium,"Array, Stack, Sorting, Greedy",Sort by position + monotonic stack of arrival times,"Infosys,Google,Microsoft,Amazon",4,31.2,Sort + iterate tracking max time-to-reach so far (no explicit stack); Simulation,Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,1910,Remove All Occurrences of a Substring,Medium,"String, Stack","Stack-based simulation, popping when the pattern completes","Infosys,Google,Microsoft,Amazon",4,28.1,"Repeated find-and-erase substring (less efficient, can be O(n^2)); KMP-assisted removal",Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,394,Decode String,Medium,"String, Stack","Stack of (count, string) for nested decoding","Google,Microsoft,Amazon",3,54.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,503,Next Greater Element II,Medium,"Array, Stack",Monotonic stack traversed twice (circular),"Google,Microsoft,Amazon",3,50.0,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,907,Sum of Subarray Minimums,Medium,"Array, Stack","Monotonic stack, contribution of each element as minimum","Google,Microsoft,Amazon",3,45.8,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,901,Online Stock Span,Medium,"Stack, Design","Monotonic stack of (price, span)","Google,Microsoft,Amazon",3,45.8,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,71,Simplify Path,Medium,"String, Stack",Stack processing path segments,"Google,Microsoft,Amazon",3,45.8,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,735,Asteroid Collision,Medium,"Array, Stack",Stack simulating collisions,"Google,Microsoft,Amazon",3,45.8,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,402,Remove K Digits,Medium,"String, Stack, Greedy","Monotonic increasing-digit stack, pop on larger-than-next","Google,Microsoft,Amazon",3,41.7,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,227,Basic Calculator II,Medium,"String, Stack, Math",Stack-based expression evaluation with precedence,"Google,Microsoft,Amazon",3,37.5,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,316,Remove Duplicate Letters,Medium,"String, Stack, Greedy",Monotonic stack keeping smallest valid lexicographic result,"Google,Microsoft,Amazon",3,37.5,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,962,Maximum Width Ramp,Medium,"Array, Stack",Monotonic decreasing stack + scan from the right,"Google,Microsoft,Amazon",3,33.3,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,2104,Sum of Subarray Ranges,Medium,"Array, Stack",Monotonic stack for next-smaller on both sides,"Google,Microsoft,Amazon",3,29.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,636,Exclusive Time of Functions,Medium,"Array, Stack, String",Stack tracking function start times and exclusive intervals,"Google,Microsoft,Amazon",3,29.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,678,Valid Parenthesis String,Medium,"String, Stack, Greedy, DP",Greedy tracking min/max possible open-count range,"Google,Microsoft,Amazon",3,29.2,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,1124,Longest Well-Performing Interval,Medium,"Array, Hashing, Prefix Sum, Stack",Prefix sum sign-trick + hashmap of first occurrence,Infosys,1,75.0,Monotonic stack on prefix sums; Brute force O(n^2) all subarrays,Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,84,Largest Rectangle in Histogram,Hard,"Array, Stack",Monotonic Stack (increasing heights),"Infosys,Google,Microsoft,Amazon",4,53.1,Divide and conquer (min height splits the histogram); Brute force O(n^2); DP precomputing left/right smaller bounds,Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,32,Longest Valid Parentheses,Hard,"String, Stack, DP",Stack of indices (track last unmatched position),"Infosys,Google,Microsoft,Amazon",4,43.8,DP: length of valid substring ending at i; Two-pass counter scan (left-to-right then right-to-left),Infosys-tagged
7,New — to learn,Stack / Monotonic Stack,224,Basic Calculator,Hard,"String, Stack, Math",Stack-based expression evaluation with sign tracking,"Google,Microsoft,Amazon",3,50.0,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,85,Maximal Rectangle,Hard,"Array, Stack, DP, Matrix",Per-row histogram + largest-rectangle-in-histogram stack,"Google,Microsoft,Amazon",3,45.8,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,1944,Number of Visible People in a Queue,Hard,"Array, Stack",Monotonic decreasing stack counting visible people,"Google,Microsoft,Amazon",3,33.3,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated
7,New — to learn,Stack / Monotonic Stack,895,Maximum Frequency Stack,Hard,"Stack, Hashing, Design",Frequency map + a stack-of-stacks grouped by frequency,"Google,Microsoft,Amazon",3,20.8,Brute-force nested loop O(n^2) instead of the monotonic stack,Cross-company-curated (supplement)
8,New — to learn,Binary Search,69,Sqrt(x),Easy,"Math, Binary Search",Binary Search on the answer,"Infosys,Google,Microsoft,Amazon",4,50.0,Newton's Method (fast convergence); Bit-by-bit / built-in floor sqrt,Infosys-tagged
8,New — to learn,Binary Search,704,Binary Search,Easy,"Array, Binary Search",Classic iterative binary search,"Infosys,Google,Microsoft,Amazon",4,46.9,"Recursive binary search; Linear scan O(n) (brute force, for contrast)",Infosys-tagged
8,New — to learn,Binary Search,35,Search Insert Position,Easy,"Array, Binary Search",Classic lower-bound binary search,"Google,Microsoft,Amazon",3,58.3,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,1539,Kth Missing Positive Number,Easy,"Array, Binary Search",Binary search on missing-count-so-far,"Google,Microsoft,Amazon",3,41.7,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,278,First Bad Version,Easy,"Array, Binary Search",Binary search on the feasibility check (isBadVersion),"Google,Microsoft,Amazon",3,33.3,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,33,Search in Rotated Sorted Array,Medium,"Array, Binary Search",Modified binary search (identify which half is sorted),"Infosys,Google,Microsoft,Amazon",4,65.6,"Find pivot index first, then binary search normally; Linear scan O(n) (brute force)",Infosys-tagged
8,New — to learn,Binary Search,162,Find Peak Element,Medium,"Array, Binary Search",Binary search following the upward slope,"Infosys,Google,Microsoft,Amazon",4,59.4,Linear scan O(n); Divide and conquer over the array,Infosys-tagged
8,New — to learn,Binary Search,875,Koko Eating Bananas,Medium,"Array, Binary Search",Binary search on the answer (eating speed) with feasibility check,"Infosys,Google,Microsoft,Amazon",4,59.4,"Linear search over possible speeds (too slow); Ternary-search-like narrowing (not standard, monotonic check preferred)",Infosys-tagged
8,New — to learn,Binary Search,34,Find First and Last Position of Element in Sorted Array,Medium,"Array, Binary Search",Binary search for lower bound and upper bound separately,"Infosys,Google,Microsoft,Amazon",4,50.0,Linear scan O(n); Single binary search then expand outward (less optimal),Infosys-tagged
8,New — to learn,Binary Search,300,Longest Increasing Subsequence,Medium,"Array, DP, Binary Search",Patience sorting with Binary Search (tails array) O(n log n),"Infosys,Google,Microsoft,Amazon",4,50.0,Classic DP O(n^2); Segment tree/BIT optimized DP,Infosys-tagged
8,New — to learn,Binary Search,153,Find Minimum in Rotated Sorted Array,Medium,"Array, Binary Search",Modified binary search comparing mid to right boundary,"Infosys,Google,Microsoft,Amazon",4,43.8,Linear scan O(n); Recursive binary search variant,Infosys-tagged
8,New — to learn,Binary Search,540,Single Element in a Sorted Array,Medium,"Array, Binary Search",Binary search exploiting pair-index parity,"Google,Microsoft,Amazon",3,58.3,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,74,Search a 2D Matrix,Medium,"Array, Matrix, Binary Search",Treat 2D matrix as flattened sorted 1D array,"Google,Microsoft,Amazon",3,50.0,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,1011,Capacity To Ship Packages Within D Days,Medium,"Array, Binary Search",Binary search on the answer (max daily load) + feasibility check,"Google,Microsoft,Amazon",3,50.0,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,852,Peak Index in a Mountain Array,Medium,"Array, Binary Search",Binary search on the slope direction,"Google,Microsoft,Amazon",3,45.8,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,240,Search a 2D Matrix II,Medium,"Matrix, Two Pointers, Binary Search",Staircase search from top-right corner,"Google,Microsoft,Amazon",3,41.7,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,1482,Minimum Number of Days to Make m Bouquets,Medium,"Array, Binary Search",Binary search on the answer (days) + feasibility check,"Google,Microsoft,Amazon",3,37.5,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,81,Search in Rotated Sorted Array II,Medium,"Array, Binary Search",Modified binary search handling duplicate edge case,"Google,Microsoft,Amazon",3,33.3,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,2226,Maximum Candies Allocated to K Children,Medium,"Array, Binary Search",Binary search on the answer (candies per child) + feasibility check,"Google,Microsoft,Amazon",3,29.2,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,378,Kth Smallest Element in a Sorted Matrix,Medium,"Matrix, Binary Search, Heap",Binary search on value range + count-less-equal per row,"Google,Microsoft,Amazon",3,29.2,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,410,Split Array Largest Sum,Hard,"Array, Binary Search, Greedy, DP",Binary search on the answer + greedy partition-count check,"Infosys,Google,Microsoft,Amazon",4,46.9,DP O(n^2*k) over prefix sums and splits (slower); Greedy binary search combined with prefix sums,Infosys-tagged
8,New — to learn,Binary Search,1235,Maximum Profit in Job Scheduling,Hard,"Array, DP, Binary Search, Sorting",Sort by end time + DP with binary search for weighted interval scheduling,"Infosys,Google,Microsoft,Amazon",4,34.4,DP using a TreeMap/ordered map of best profit by time; Segment tree optimized DP over end times,Infosys-tagged
8,New — to learn,Binary Search,4,Median of Two Sorted Arrays,Hard,"Array, Binary Search",Binary search on the partition point across two arrays,"Google,Microsoft,Amazon",3,75.0,Linear scan O(n) as the brute-force baseline,Cross-company-curated
8,New — to learn,Binary Search,2940,Find Building Where Alice and Bob Can Meet,Hard,"Array, Monotonic Stack, Binary Search","Monotonic stack (next greater) + binary search on indices, offline","Infosys,Google,Amazon",3,33.3,Segment tree binary search over max; Sparse table (RMQ) + binary search; Brute force per query O(n*q),Infosys-tagged
8,New — to learn,Binary Search,3661,Maximum Walls Destroyed by Robots,Hard,"Array, Sorting, Greedy, DP, Binary Search",Sort by range + DP with binary search on reachable boundaries,"Infosys,Microsoft,Amazon",3,33.3,Two-pointer greedy variant; Interval scheduling DP,Infosys-tagged
8,New — to learn,Binary Search,3449,Maximize the Minimum Game Score,Hard,"Array, Binary Search, Greedy",Binary search on the answer + greedy feasibility check,"Infosys,Amazon",2,43.8,Greedy simulation without binary search (harder to bound); DP (too slow for constraints),Infosys-tagged
9,New — to learn,Heap / Top-K,703,Kth Largest Element in a Stream,Easy,"Heap, Design",Min-heap of size k maintained across add() calls,"Google,Microsoft,Amazon",3,33.3,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,347,Top K Frequent Elements,Medium,"Array, Hashing, Heap, Sorting",Hash map counts + Min-Heap of size k,"Infosys,Google,Microsoft,Amazon",4,59.4,Bucket sort by frequency O(n) (optimal); Sort all elements by frequency O(n log n),Infosys-tagged
9,New — to learn,Heap / Top-K,215,Kth Largest Element in an Array,Medium,"Array, Heap, Sorting",Min-Heap of size k,"Infosys,Google,Microsoft,Amazon",4,56.2,Full sort O(n log n) then index; Quickselect O(n) average; Max-heap of all elements (less optimal),Infosys-tagged
